Op Name,Op Type,Task Duration(us),Block Dim,Mix Block Dim,Device Id,Pid,Current Freq,Rated Freq,
BcsrSpmmCustom_9ff1211f5d2f805e7cbc506cc6f53b15_0,cube,413.988281,24,N/A,0,126615,1800,1800,
